track_fid,track_se_1,ele,time,latitude,longitude
"0","267",5.400000095367432,2020/05/28 20:29:49.000,25.770328,-80.360565
"0","268",5.400000095367432,2020/05/28 20:29:55.000,25.770194,-80.360561
"0","269",5.400000095367432,2020/05/28 20:30:04.000,25.769995,-80.360559
"0","270",5.400000095367432,2020/05/28 20:30:05.000,25.769972,-80.360559
"0","271",5.199999809265137,2020/05/28 20:30:11.000,25.769861,-80.360496
"0","272",5.199999809265137,2020/05/28 20:30:17.000,25.769876,-80.360351
"0","273",5.000000000000000,2020/05/28 20:30:24.000,25.769975,-80.360212
"0","274",5.000000000000000,2020/05/28 20:30:31.000,25.770049,-80.360047
"0","275",4.800000190734863,2020/05/28 20:30:39.000,25.770088,-80.359839
"0","276",4.599999904632568,2020/05/28 20:30:47.000,25.770086,-80.359619
"0","277",4.599999904632568,2020/05/28 20:30:49.000,25.770091,-80.359568
"0","278",4.599999904632568,2020/05/28 20:30:50.000,25.770107,-80.359550
"0","279",4.599999904632568,2020/05/28 20:30:52.000,25.770155,-80.359540
"0","280",4.800000190734863,2020/05/28 20:31:00.000,25.770350,-80.359559
"0","281",5.199999809265137,2020/05/28 20:31:08.000,25.770533,-80.359570
"0","282",5.199999809265137,2020/05/28 20:31:09.000,25.770559,-80.359572
"0","283",5.000000000000000,2020/05/28 20:31:15.000,25.770709,-80.359534
"0","284",5.000000000000000,2020/05/28 20:31:21.000,25.770850,-80.359520
"0","285",5.000000000000000,2020/05/28 20:31:29.000,25.771020,-80.359503
"0","286",5.000000000000000,2020/05/28 20:31:33.000,25.771044,-80.359383
"0","287",5.199999809265137,2020/05/28 20:31:40.000,25.771069,-80.359171
"0","288",5.000000000000000,2020/05/28 20:31:42.000,25.771083,-80.359115
"0","289",5.199999809265137,2020/05/28 20:31:47.000,25.771168,-80.359007
"0","290",5.000000000000000,2020/05/28 20:31:53.000,25.771223,-80.358839
"0","291",5.199999809265137,2020/05/28 20:32:01.000,25.771266,-80.358619
"0","292",5.199999809265137,2020/05/28 20:32:02.000,25.771271,-80.358594
"0","293",5.400000095367432,2020/05/28 20:32:09.000,25.771264,-80.358380
"0","294",5.400000095367432,2020/05/28 20:32:10.000,25.771271,-80.358354
"0","295",5.400000095367432,2020/05/28 20:32:13.000,25.771302,-80.358303
"0","296",5.400000095367432,2020/05/28 20:32:14.000,25.771313,-80.358297
"0","297",5.400000095367432,2020/05/28 20:32:21.000,25.771432,-80.358243
"0","298",5.199999809265137,2020/05/28 20:32:29.000,25.771596,-80.358215
"0","299",5.000000000000000,2020/05/28 20:32:35.000,25.771725,-80.358286
"0","300",5.000000000000000,2020/05/28 20:32:41.000,25.771838,-80.358425
"0","301",5.000000000000000,2020/05/28 20:32:48.000,25.771903,-80.358614
"0","302",5.000000000000000,2020/05/28 20:32:49.000,25.771907,-80.358637
"0","303",4.800000190734863,2020/05/28 20:32:57.000,25.771932,-80.358848
"0","304",4.800000190734863,2020/05/28 20:33:04.000,25.771970,-80.359050
"0","305",4.599999904632568,2020/05/28 20:33:06.000,25.771981,-80.359105
"0","306",4.800000190734863,2020/05/28 20:33:14.000,25.772046,-80.359303
"0","307",4.599999904632568,2020/05/28 20:33:15.000,25.772059,-80.359323
"0","308",5.199999809265137,2020/05/28 20:33:22.000,25.772152,-80.359470
"0","309",5.000000000000000,2020/05/28 20:33:30.000,25.772208,-80.359681
"0","310",5.199999809265137,2020/05/28 20:33:38.000,25.772231,-80.359888
"0","311",5.800000190734863,2020/05/28 20:33:46.000,25.772224,-80.360097
